VMName,vCenter Name,Service Account used,Result
USWSTDHC01,na,na,virtual Machine not Found
Win_2019_Template_DON'T_USE,na,na,virtual Machine not Found
USWSTDHC01,na,na,virtual Machine not Found
granite_clone_usmossfs01,na,na,virtual Machine not Found
MXPTLSTS01,na,na,virtual Machine not Found
MXPTLSTS01,na,na,virtual Machine not Found
granite_clone_usmossfs01,na,na,virtual Machine not Found
dco-cbq03 (not on network),na,na,virtual Machine not Found
dco-apps2-8 (not on network),na,na,virtual Machine not Found
SUSE 15 SP3 Template,na,na,virtual Machine not Found
WIN_2K8_TMP,na,na,virtual Machine not Found
WIN_2K8_TMP,na,na,virtual Machine not Found
cpnaldadm01,https://uschisvctr01.na.globalad.local:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
USWSTSDAP01,https://uschisvctr01.na.globalad.local:443/sdk,svc_nucleus_lcladm@na.globalad.local,Authentication Passed
USWSTSLEAPNA01,https://uschisvctr01.na.globalad.local:443/sdk,svc_nucleus_lcladm@na.globalad.local,Authentication Passed
USWSTSLEAPNADB1,https://uschisvctr01.na.globalad.local:443/sdk,svc_nucleus_lcladm@na.globalad.local,A general system error occurred: vix error codes = 
USWSTSDCNA10,https://uschisvctr01.na.globalad.local:443/sdk,svc_nucleus_lcladm@na.globalad.local,Authentication Passed
uslxnp03,https://uschisvctr01.na.globalad.local:443/sdk,svc_nucleus_lcladm@na.globalad.local,Authentication Passed
USWSTSFS04,https://uschisvctr01.na.globalad.local:443/sdk,svc_nucleus_lcladm@na.globalad.local,Authentication Passed
cpnaldhub01,https://uschisvctr01.na.globalad.local:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
cpnajrnl01,https://uschisvctr01.na.globalad.local:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
USWSTSDLP01,https://uschisvctr01.na.globalad.local:443/sdk,svc_nucleus_lcladm@na.globalad.local,A general system error occurred: vix error codes = 
cpnaldapp01,https://uschisvctr01.na.globalad.local:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
cpomtc06_do not power on,https://uschisvctr01.na.globalad.local:443/sdk,svc_nucleus_lcladm@na.globalad.local,A general system error occurred: vix error codes = 
USWSTSSECCAM,https://uschisvctr01.na.globalad.local:443/sdk,svc_nucleus_lcladm@na.globalad.local,Authentication Passed
